0 1 2
0 7 17
0 7 18
0 7 19
0 7 21
0 7 22
0 7 23
0 7 25
0 7 26
0 7 29
0 7 31
0 7 33
0 7 34
0 7 35
0 7 36
0 7 37
0 7 38
0 7 39
0 7 40
0 7 41
0 7 44
0 7 46
0 7 48
0 7 50
0 7 51
0 7 53
0 7 55
0 7 57
0 7 59
0 7 61
0 7 63
0 7 66
0 7 68
0 7 69
0 7 72
0 7 74
0 7 76
0 7 78
0 8 9
0 8 10
0 8 12
0 8 13
0 8 14
0 8 15
0 8 16
0 8 17
0 8 18
0 8 19
0 8 21
0 8 22
0 8 23
0 8 25
0 8 26
0 8 29
0 8 31
0 8 33
0 8 34
0 8 35
0 8 36
0 8 37
0 8 38
0 8 39
0 8 40
0 8 41
0 8 44
0 8 46
0 8 48
0 8 50
0 8 51
0 8 53
0 8 55
0 8 57
0 8 59
0 8 61
0 8 63
0 8 66
0 8 68
0 8 69
0 8 72
0 8 74
0 8 76
0 8 78
0 9 10
0 9 12
0 9 13
0 9 14
0 9 15
0 9 16
0 9 17
0 9 18
0 9 19
0 9 21
0 9 22
0 9 23
0 9 25
0 9 26
0 9 29
0 9 31
0 9 33
0 9 34
0 9 35
0 9 36
0 9 37
0 9 38
0 9 39
0 9 40
0 9 41
0 9 44
0 9 46
0 9 48
0 9 50
0 9 51
0 9 53
0 9 55
0 9 57
0 9 59
0 9 61
0 9 63
0 9 66
0 9 68
0 9 69
0 9 72
0 9 74
0 9 76
0 9 78
0 10 15
0 10 18
0 10 23
0 10 25
0 10 26
0 10 34
0 10 35
0 10 36
0 10 38
0 10 41
0 10 50
0 10 51
0 10 53
0 10 69
0 10 76
0 12 17
0 12 18
0 12 23
0 12 25
0 12 26
0 12 34
0 12 35
0 12 36
0 12 38
0 12 41
0 12 50
0 12 51
0 12 53
0 12 69
0 12 76
0 13 15
0 13 17
0 13 18
0 13 22
0 13 23
0 13 25
0 13 26
0 13 33
0 13 34
0 13 35
0 13 36
0 13 37
0 13 38
0 13 41
0 13 50
0 13 51
0 13 53
0 13 66
0 13 69
0 13 76
0 14 18
0 14 23
0 14 25
0 14 26
0 14 34
0 14 35
0 14 36
0 14 38
0 14 41
0 14 50
0 14 51
0 14 53
0 14 69
0 14 76
0 15 17
0 15 18
0 15 22
0 15 23
0 15 25
0 15 26
0 15 33
0 15 34
0 15 35
0 15 36
0 15 38
0 15 39
0 15 40
0 15 41
0 15 50
0 15 51
0 15 53
0 15 55
0 15 68
0 15 69
0 15 76
0 16 17
0 16 18
0 16 23
0 16 25
0 16 26
0 16 34
0 16 35
0 16 36
0 16 38
0 16 41
0 16 50
0 16 51
0 16 53
0 16 69
0 16 76
0 17 18
0 17 22
0 17 23
0 17 25
0 17 26
0 17 33
0 17 34
0 17 35
0 17 36
0 17 38
0 17 39
0 17 40
0 17 41
0 17 50
0 17 51
0 17 53
0 17 55
0 17 68
0 17 69
0 17 76
0 18 19
0 18 21
0 18 22
0 18 23
0 18 25
0 18 26
0 18 29
0 18 31
0 18 33
0 18 34
0 18 35
0 18 36
0 18 37
0 18 38
0 18 39
0 18 40
0 18 41
0 18 44
0 18 46
0 18 48
0 18 50
0 18 51
0 18 53
0 18 55
0 18 57
0 18 59
0 18 61
0 18 63
0 18 66
0 18 68
0 18 69
0 18 72
0 18 74
0 18 76
0 18 78
0 19 22
0 19 23
0 19 25
0 19 26
0 19 34
0 19 35
0 19 36
0 19 38
0 19 41
0 19 50
0 19 51
0 19 53
0 19 69
0 19 76
0 21 22
0 21 23
0 21 25
0 21 26
0 21 34
0 21 35
0 21 36
0 21 38
0 21 39
0 21 41
0 21 50
0 21 51
0 21 53
0 21 69
0 21 76
0 22 23
0 22 25
0 22 26
0 22 33
0 22 34
0 22 35
0 22 36
0 22 37
0 22 38
0 22 39
0 22 40
0 22 41
0 22 50
0 22 51
0 22 53
0 22 63
0 22 69
0 22 76
0 23 25
0 23 26
0 23 29
0 23 31
0 23 33
0 23 34
0 23 35
0 23 36
0 23 37
0 23 38
0 23 39
0 23 40
0 23 41
0 23 44
0 23 46
0 23 48
0 23 50
0 23 51
0 23 53
0 23 55
0 23 57
0 23 59
0 23 61
0 23 63
0 23 66
0 23 68
0 23 69
0 23 72
0 23 74
0 23 76
0 23 78
0 25 26
0 25 29
0 25 31
0 25 33
0 25 34
0 25 35
0 25 36
0 25 37
0 25 38
0 25 39
0 25 40
0 25 41
0 25 44
0 25 46
0 25 48
0 25 50
0 25 51
0 25 53
0 25 55
0 25 57
0 25 59
0 25 61
0 25 63
0 25 66
0 25 68
0 25 69
0 25 72
0 25 74
0 25 76
0 25 78
0 26 29
0 26 31
0 26 33
0 26 34
0 26 35
0 26 36
0 26 37
0 26 38
0 26 39
0 26 40
0 26 41
0 26 44
0 26 46
0 26 48
0 26 50
0 26 51
0 26 53
0 26 55
0 26 57
0 26 59
0 26 61
0 26 63
0 26 66
0 26 68
0 26 69
0 26 72
0 26 74
0 26 76
0 26 78
0 29 34
0 29 35
0 29 36
0 29 38
0 29 41
0 29 50
0 29 51
0 29 53
0 29 69
0 29 76
0 31 34
0 31 35
0 31 36
0 31 38
0 31 41
0 31 50
0 31 51
0 31 53
0 31 69
0 31 76
0 33 34
0 33 35
0 33 36
0 33 38
0 33 41
0 33 50
0 33 51
0 33 53
0 33 63
0 33 69
0 33 76
0 34 35
0 34 36
0 34 37
0 34 38
0 34 39
0 34 40
0 34 41
0 34 44
0 34 46
0 34 48
0 34 50
0 34 51
0 34 53
0 34 55
0 34 57
0 34 59
0 34 61
0 34 63
0 34 66
0 34 68
0 34 69
0 34 72
0 34 74
0 34 76
0 34 78
0 35 36
0 35 37
0 35 38
0 35 39
0 35 40
0 35 41
0 35 44
0 35 46
0 35 48
0 35 50
0 35 51
0 35 53
0 35 55
0 35 57
0 35 59
0 35 61
0 35 63
0 35 66
0 35 68
0 35 69
0 35 72
0 35 74
0 35 76
0 35 78
0 36 37
0 36 38
0 36 39
0 36 40
0 36 41
0 36 44
0 36 46
0 36 48
0 36 50
0 36 51
0 36 53
0 36 55
0 36 57
0 36 59
0 36 61
0 36 63
0 36 66
0 36 68
0 36 69
0 36 72
0 36 74
0 36 76
0 36 78
0 37 38
0 37 41
0 37 50
0 37 51
0 37 53
0 37 69
0 37 76
0 38 39
0 38 40
0 38 41
0 38 44
0 38 46
0 38 48
0 38 50
0 38 51
0 38 53
0 38 55
0 38 57
0 38 59
0 38 61
0 38 63
0 38 66
0 38 68
0 38 69
0 38 72
0 38 74
0 38 76
0 38 78
0 39 41
0 39 46
0 39 50
0 39 51
0 39 53
0 39 63
0 39 69
0 39 76
0 40 41
0 40 50
0 40 51
0 40 53
0 40 69
0 40 76
0 41 44
0 41 46
0 41 48
0 41 50
0 41 51
0 41 53
0 41 55
0 41 57
0 41 59
0 41 61
0 41 63
0 41 66
0 41 68
0 41 69
0 41 72
0 41 74
0 41 76
0 41 78
0 44 50
0 44 51
0 44 53
0 44 69
0 44 76
0 46 50
0 46 51
0 46 53
0 46 69
0 46 76
0 48 50
0 48 51
0 48 53
0 48 69
0 48 76
0 50 51
0 50 53
0 50 55
0 50 57
0 50 59
0 50 61
0 50 63
0 50 66
0 50 68
0 50 69
0 50 72
0 50 74
0 50 76
0 50 78
0 51 53
0 51 55
0 51 57
0 51 59
0 51 61
0 51 63
0 51 66
0 51 68
0 51 69
0 51 72
0 51 74
0 51 76
0 51 78
0 53 55
0 53 57
0 53 59
0 53 61
0 53 63
0 53 66
0 53 68
0 53 69
0 53 72
0 53 74
0 53 76
0 53 78
0 55 69
0 55 76
0 57 69
0 57 76
0 59 69
0 59 76
0 61 69
0 61 76
0 63 69
0 63 76
0 66 69
0 66 76
0 68 69
0 68 76
0 69 72
0 69 74
0 69 76
0 69 78
0 72 76
0 74 76
0 76 78
1 2 3
1 2 4
1 2 5
1 2 6
1 2 7
1 2 8
1 2 9
1 2 10
1 2 12
1 2 13
1 2 14
1 2 15
1 2 16
1 2 17
1 2 18
1 2 19
1 2 21
1 2 22
1 2 23
1 2 25
1 2 26
1 2 29
1 2 31
1 2 33
1 2 34
1 2 35
1 2 36
1 2 37
1 2 38
1 2 39
1 2 40
1 2 41
1 2 44
1 2 46
1 2 48
1 2 50
1 2 51
1 2 53
1 2 55
1 2 57
1 2 59
1 2 61
1 2 63
1 2 66
1 2 68
1 2 69
1 2 72
1 2 74
1 2 76
1 2 78
1 3 4
1 3 5
1 3 6
1 3 7
1 3 8
1 3 9
1 3 13
1 3 22
1 3 23
1 3 25
1 3 26
1 3 34
1 3 35
1 3 36
1 3 38
1 3 39
1 3 41
1 3 50
1 3 51
1 3 53
1 3 69
1 4 5
1 4 6
1 4 7
1 4 8
1 4 9
1 4 10
1 4 12
1 4 13
1 4 14
1 4 15
1 4 16
1 4 17
1 4 18
1 4 19
1 4 21
1 4 22
1 4 23
1 4 25
1 4 26
1 4 29
1 4 31
1 4 33
1 4 34
1 4 35
1 4 36
1 4 37
1 4 38
1 4 39
1 4 40
1 4 41
1 4 44
1 4 46
1 4 48
1 4 50
1 4 51
1 4 53
1 4 55
1 4 57
1 4 59
1 4 61
1 4 63
1 4 66
1 4 68
1 4 69
1 4 72
1 4 74
1 4 76
1 4 78
1 5 6
1 5 7
1 5 8
1 5 9
1 5 10
1 5 12
1 5 13
1 5 14
1 5 15
1 5 16
1 5 17
1 5 18
1 5 19
1 5 21
1 5 22
1 5 23
1 5 25
1 5 26
1 5 29
1 5 31
1 5 33
1 5 34
1 5 35
1 5 36
1 5 37
1 5 38
1 5 39
1 5 40
1 5 41
1 5 44
1 5 46
1 5 48
1 5 50
1 5 51
1 5 53
1 5 55
1 5 57
1 5 59
1 5 61
1 5 63
1 5 66
1 5 68
1 5 69
1 5 72
1 5 74
1 5 76
1 5 78
1 6 7
1 6 8
1 6 9
1 6 10
1 6 12
1 6 13
1 6 14
1 6 15
1 6 16
1 6 17
1 6 18
1 6 19
1 6 21
1 6 22
1 6 23
1 6 25
1 6 26
1 6 29
1 6 31
1 6 33
1 6 34
1 6 35
1 6 36
1 6 37
1 6 38
1 6 39
1 6 40
1 6 41
1 6 44
1 6 46
1 6 48
1 6 50
1 6 51
1 6 53
1 6 55
1 6 57
1 6 59
1 6 61
1 6 63
1 6 66
1 6 68
1 6 69
1 6 72
1 6 74
1 6 76
1 6 78
1 7 9
1 7 13
1 7 22
1 7 23
1 7 26
1 7 33
1 7 34
1 7 35
1 7 36
1 7 38
1 7 41
1 7 50
1 7 51
1 7 53
1 7 69
1 8 9
1 8 12
1 8 13
1 8 22
1 8 23
1 8 25
1 8 26
1 8 33
1 8 34
1 8 35
1 8 36
1 8 37
1 8 38
1 8 40
1 8 41
1 8 46
1 8 50
1 8 51
1 8 53
1 8 63
1 8 69
1 9 10
1 9 12
1 9 13
1 9 14
1 9 15
1 9 16
1 9 17
1 9 18
1 9 19
1 9 21
1 9 22
1 9 23
1 9 25
1 9 26
1 9 29
1 9 31
1 9 33
1 9 34
1 9 35
1 9 36
1 9 37
1 9 38
1 9 39
1 9 40
1 9 41
1 9 44
1 9 46
1 9 48
1 9 50
1 9 51
1 9 53
1 9 55
1 9 57
1 9 59
1 9 61
1 9 63
1 9 66
1 9 68
1 9 69
1 9 72
1 9 74
1 9 76
1 9 78
1 10 13
1 10 15
1 10 23
1 10 26
1 10 34
1 10 35
1 10 36
1 10 38
1 10 41
1 10 50
1 10 51
1 10 53
1 10 69
1 12 13
1 12 17
1 12 23
1 12 26
1 12 34
1 12 35
1 12 36
1 12 38
1 12 41
1 12 50
1 12 51
1 12 53
1 12 69
1 13 14
1 13 15
1 13 16
1 13 17
1 13 18
1 13 19
1 13 21
1 13 22
1 13 23
1 13 25
1 13 26
1 13 29
1 13 31
1 13 33
1 13 34
1 13 35
1 13 36
1 13 37
1 13 38
1 13 39
1 13 40
1 13 41
1 13 44
1 13 46
1 13 48
1 13 50
1 13 51
1 13 53
1 13 55
1 13 57
1 13 59
1 13 61
1 13 63
1 13 66
1 13 68
1 13 69
1 13 72
1 13 74
1 13 76
1 13 78
1 14 23
1 14 26
1 14 34
1 14 35
1 14 36
1 14 38
1 14 41
1 14 50
1 14 51
1 14 53
1 14 69
1 15 17
1 15 18
1 15 22
1 15 23
1 15 25
1 15 26
1 15 33
1 15 34
1 15 35
1 15 36
1 15 38
1 15 39
1 15 40
1 15 41
1 15 50
1 15 51
1 15 53
1 15 55
1 15 68
1 15 69
1 15 76
1 16 17
1 16 23
1 16 26
1 16 34
1 16 35
1 16 36
1 16 38
1 16 41
1 16 50
1 16 51
1 16 53
1 16 69
1 17 22
1 17 23
1 17 25
1 17 26
1 17 33
1 17 34
1 17 35
1 17 36
1 17 38
1 17 39
1 17 40
1 17 41
1 17 50
1 17 51
1 17 53
1 17 55
1 17 68
1 17 69
1 17 76
1 18 23
1 18 26
1 18 34
1 18 35
1 18 36
1 18 38
1 18 41
1 18 50
1 18 51
1 18 53
1 18 63
1 18 69
1 19 22
1 19 23
1 19 25
1 19 26
1 19 34
1 19 35
1 19 36
1 19 38
1 19 41
1 19 50
1 19 51
1 19 53
1 19 69
1 21 22
1 21 23
1 21 26
1 21 34
1 21 35
1 21 36
1 21 38
1 21 39
1 21 41
1 21 50
1 21 51
1 21 53
1 21 69
1 22 23
1 22 25
1 22 26
1 22 33
1 22 34
1 22 35
1 22 36
1 22 37
1 22 38
1 22 39
1 22 40
1 22 41
1 22 50
1 22 51
1 22 53
1 22 63
1 22 69
1 23 25
1 23 26
1 23 29
1 23 31
1 23 33
1 23 34
1 23 35
1 23 36
1 23 37
1 23 38
1 23 39
1 23 40
1 23 41
1 23 44
1 23 46
1 23 48
1 23 50
1 23 51
1 23 53
1 23 55
1 23 57
1 23 59
1 23 61
1 23 63
1 23 66
1 23 68
1 23 69
1 23 72
1 23 74
1 23 76
1 23 78
1 25 26
1 25 33
1 25 34
1 25 35
1 25 36
1 25 37
1 25 38
1 25 39
1 25 40
1 25 41
1 25 50
1 25 51
1 25 53
1 25 63
1 25 68
1 25 69
1 26 29
1 26 31
1 26 33
1 26 34
1 26 35
1 26 36
1 26 37
1 26 38
1 26 39
1 26 40
1 26 41
1 26 44
1 26 46
1 26 48
1 26 50
1 26 51
1 26 53
1 26 55
1 26 57
1 26 59
1 26 61
1 26 63
1 26 66
1 26 68
1 26 69
1 26 72
1 26 74
1 26 76
1 26 78
1 29 34
1 29 35
1 29 36
1 29 38
1 29 41
1 29 50
1 29 51
1 29 53
1 29 69
1 31 34
1 31 35
1 31 36
1 31 38
1 31 41
1 31 50
1 31 51
1 31 53
1 31 69
1 33 34
1 33 35
1 33 36
1 33 38
1 33 41
1 33 50
1 33 51
1 33 53
1 33 63
1 33 69
1 34 35
1 34 36
1 34 37
1 34 38
1 34 39
1 34 40
1 34 41
1 34 44
1 34 46
1 34 48
1 34 50
1 34 51
1 34 53
1 34 55
1 34 57
1 34 59
1 34 61
1 34 63
1 34 66
1 34 68
1 34 69
1 34 72
1 34 74
1 34 76
1 34 78
1 35 36
1 35 37
1 35 38
1 35 39
1 35 40
1 35 41
1 35 44
1 35 46
1 35 48
1 35 50
1 35 51
1 35 53
1 35 55
1 35 57
1 35 59
1 35 61
1 35 63
1 35 66
1 35 68
1 35 69
1 35 72
1 35 74
1 35 76
1 35 78
1 36 37
1 36 38
1 36 39
1 36 40
1 36 41
1 36 44
1 36 46
1 36 48
1 36 50
1 36 51
1 36 53
1 36 55
1 36 57
1 36 59
1 36 61
1 36 63
1 36 66
1 36 68
1 36 69
1 36 72
1 36 74
1 36 76
1 36 78
1 37 38
1 37 41
1 37 50
1 37 51
1 37 53
1 37 69
1 38 39
1 38 40
1 38 41
1 38 44
1 38 46
1 38 48
1 38 50
1 38 51
1 38 53
1 38 55
1 38 57
1 38 59
1 38 61
1 38 63
1 38 66
1 38 68
1 38 69
1 38 72
1 38 74
1 38 76
1 38 78
1 39 41
1 39 46
1 39 50
1 39 51
1 39 53
1 39 63
1 39 69
1 40 41
1 40 50
1 40 51
1 40 53
1 40 69
1 41 44
1 41 46
1 41 48
1 41 50
1 41 51
1 41 53
1 41 55
1 41 57
1 41 59
1 41 61
1 41 63
1 41 66
1 41 68
1 41 69
1 41 72
1 41 74
1 41 76
1 41 78
1 44 50
1 44 51
1 44 53
1 44 69
1 46 50
1 46 51
1 46 53
1 46 69
1 48 50
1 48 51
1 48 53
1 48 69
1 50 51
1 50 53
1 50 55
1 50 57
1 50 59
1 50 61
1 50 63
1 50 66
1 50 68
1 50 69
1 50 72
1 50 74
1 50 76
1 50 78
1 51 53
1 51 55
1 51 57
1 51 59
1 51 61
1 51 63
1 51 66
1 51 68
1 51 69
1 51 72
1 51 74
1 51 76
1 51 78
1 53 55
1 53 57
1 53 59
1 53 61
1 53 63
1 53 66
1 53 68
1 53 69
1 53 72
1 53 74
1 53 76
1 53 78
1 55 69
1 57 69
1 59 69
1 61 69
1 63 69
1 66 69
1 68 69
1 69 72
1 69 74
1 69 76
1 69 78
2 3 6
2 3 7
2 3 8
2 3 9
2 3 10
2 3 13
2 3 22
2 3 25
2 3 26
2 3 33
2 3 39
2 3 40
2 3 69
2 3 76
2 4 6
2 4 9
2 4 10
2 4 13
2 4 19
2 4 22
2 4 25
2 4 26
2 4 33
2 4 34
2 4 35
2 4 36
2 4 38
2 4 39
2 4 40
2 4 41
2 4 50
2 4 51
2 4 53
2 4 68
2 4 69
2 4 76
2 5 6
2 5 9
2 5 10
2 5 13
2 5 22
2 5 25
2 5 26
2 5 33
2 5 34
2 5 39
2 5 40
2 5 41
2 5 69
2 5 76
2 6 7
2 6 8
2 6 9
2 6 10
2 6 12
2 6 13
2 6 14
2 6 15
2 6 16
2 6 17
2 6 18
2 6 19
2 6 21
2 6 22
2 6 23
2 6 25
2 6 26
2 6 29
2 6 31
2 6 33
2 6 34
2 6 35
2 6 36
2 6 37
2 6 38
2 6 39
2 6 40
2 6 41
2 6 44
2 6 46
2 6 48
2 6 50
2 6 51
2 6 53
2 6 55
2 6 57
2 6 59
2 6 61
2 6 63
2 6 66
2 6 68
2 6 69
2 6 72
2 6 74
2 6 76
2 6 78
2 7 9
2 7 10
2 7 13
2 7 22
2 7 23
2 7 25
2 7 26
2 7 33
2 7 34
2 7 39
2 7 40
2 7 41
2 7 69
2 7 76
2 8 9
2 8 10
2 8 12
2 8 13
2 8 22
2 8 25
2 8 26
2 8 33
2 8 34
2 8 36
2 8 37
2 8 39
2 8 40
2 8 46
2 8 50
2 8 51
2 8 63
2 8 69
2 8 76
2 9 10
2 9 12
2 9 13
2 9 14
2 9 15
2 9 16
2 9 17
2 9 18
2 9 19
2 9 21
2 9 22
2 9 23
2 9 25
2 9 26
2 9 29
2 9 31
2 9 33
2 9 34
2 9 35
2 9 36
2 9 37
2 9 38
2 9 39
2 9 40
2 9 41
2 9 44
2 9 46
2 9 48
2 9 50
2 9 51
2 9 53
2 9 55
2 9 57
2 9 59
2 9 61
2 9 63
2 9 66
2 9 68
2 9 69
2 9 72
2 9 74
2 9 76
2 9 78
2 10 12
2 10 13
2 10 14
2 10 15
2 10 16
2 10 17
2 10 18
2 10 19
2 10 21
2 10 22
2 10 23
2 10 25
2 10 26
2 10 29
2 10 31
2 10 33
2 10 34
2 10 35
2 10 36
2 10 37
2 10 38
2 10 39
2 10 40
2 10 41
2 10 44
2 10 46
2 10 48
2 10 50
2 10 51
2 10 53
2 10 55
2 10 57
2 10 59
2 10 61
2 10 63
2 10 66
2 10 68
2 10 69
2 10 72
2 10 74
2 10 76
2 10 78
2 12 13
2 12 17
2 12 22
2 12 25
2 12 26
2 12 33
2 12 39
2 12 40
2 12 69
2 12 76
2 13 14
2 13 15
2 13 16
2 13 17
2 13 18
2 13 19
2 13 21
2 13 22
2 13 23
2 13 25
2 13 26
2 13 29
2 13 31
2 13 33
2 13 34
2 13 35
2 13 36
2 13 37
2 13 38
2 13 39
2 13 40
2 13 41
2 13 44
2 13 46
2 13 48
2 13 50
2 13 51
2 13 53
2 13 55
2 13 57
2 13 59
2 13 61
2 13 63
2 13 66
2 13 68
2 13 69
2 13 72
2 13 74
2 13 76
2 13 78
2 14 22
2 14 25
2 14 26
2 14 33
2 14 38
2 14 39
2 14 40
2 14 69
2 14 76
2 15 17
2 15 18
2 15 22
2 15 23
2 15 25
2 15 26
2 15 33
2 15 36
2 15 39
2 15 40
2 15 53
2 15 55
2 15 68
2 15 69
2 15 76
2 16 17
2 16 22
2 16 25
2 16 26
2 16 33
2 16 39
2 16 40
2 16 69
2 16 76
2 17 22
2 17 23
2 17 25
2 17 26
2 17 33
2 17 36
2 17 39
2 17 40
2 17 53
2 17 55
2 17 68
2 17 69
2 17 76
2 18 22
2 18 25
2 18 26
2 18 33
2 18 34
2 18 38
2 18 39
2 18 40
2 18 51
2 18 63
2 18 69
2 18 76
2 19 22
2 19 25
2 19 26
2 19 33
2 19 36
2 19 39
2 19 40
2 19 69
2 19 76
2 21 22
2 21 23
2 21 25
2 21 26
2 21 33
2 21 34
2 21 38
2 21 39
2 21 40
2 21 50
2 21 51
2 21 53
2 21 69
2 21 76
2 22 23
2 22 25
2 22 26
2 22 29
2 22 31
2 22 33
2 22 34
2 22 35
2 22 36
2 22 37
2 22 38
2 22 39
2 22 40
2 22 41
2 22 44
2 22 46
2 22 48
2 22 50
2 22 51
2 22 53
2 22 55
2 22 57
2 22 59
2 22 61
2 22 63
2 22 66
2 22 68
2 22 69
2 22 72
2 22 74
2 22 76
2 22 78
2 23 25
2 23 26
2 23 33
2 23 34
2 23 35
2 23 36
2 23 37
2 23 39
2 23 40
2 23 41
2 23 50
2 23 51
2 23 63
2 23 66
2 23 69
2 23 76
2 25 26
2 25 29
2 25 31
2 25 33
2 25 34
2 25 35
2 25 36
2 25 37
2 25 38
2 25 39
2 25 40
2 25 41
2 25 44
2 25 46
2 25 48
2 25 50
2 25 51
2 25 53
2 25 55
2 25 57
2 25 59
2 25 61
2 25 63
2 25 66
2 25 68
2 25 69
2 25 72
2 25 74
2 25 76
2 25 78
2 26 29
2 26 31
2 26 33
2 26 34
2 26 35
2 26 36
2 26 37
2 26 38
2 26 39
2 26 40
2 26 41
2 26 44
2 26 46
2 26 48
2 26 50
2 26 51
2 26 53
2 26 55
2 26 57
2 26 59
2 26 61
2 26 63
2 26 66
2 26 68
2 26 69
2 26 72
2 26 74
2 26 76
2 26 78
2 29 33
2 29 39
2 29 40
2 29 69
2 29 76
2 31 33
2 31 39
2 31 40
2 31 69
2 31 76
2 33 34
2 33 35
2 33 36
2 33 37
2 33 38
2 33 39
2 33 40
2 33 41
2 33 44
2 33 46
2 33 48
2 33 50
2 33 51
2 33 53
2 33 55
2 33 57
2 33 59
2 33 61
2 33 63
2 33 66
2 33 68
2 33 69
2 33 72
2 33 74
2 33 76
2 33 78
2 34 35
2 34 36
2 34 37
2 34 38
2 34 39
2 34 40
2 34 41
2 34 50
2 34 51
2 34 53
2 34 55
2 34 57
2 34 66
2 34 68
2 34 69
2 34 72
2 34 76
2 35 36
2 35 38
2 35 39
2 35 40
2 35 41
2 35 50
2 35 51
2 35 53
2 35 63
2 35 69
2 35 76
2 36 38
2 36 39
2 36 40
2 36 41
2 36 50
2 36 51
2 36 53
2 36 63
2 36 69
2 36 76
2 37 39
2 37 40
2 37 41
2 37 53
2 37 69
2 37 76
2 38 39
2 38 40
2 38 41
2 38 50
2 38 51
2 38 53
2 38 68
2 38 69
2 38 76
2 39 40
2 39 41
2 39 44
2 39 46
2 39 48
2 39 50
2 39 51
2 39 53
2 39 55
2 39 57
2 39 59
2 39 61
2 39 63
2 39 66
2 39 68
2 39 69
2 39 72
2 39 74
2 39 76
2 39 78
2 40 41
2 40 44
2 40 46
2 40 48
2 40 50
2 40 51
2 40 53
2 40 55
2 40 57
2 40 59
2 40 61
2 40 63
2 40 66
2 40 68
2 40 69
2 40 72
2 40 74
2 40 76
2 40 78
2 41 48
2 41 50
2 41 51
2 41 53
2 41 63
2 41 69
2 41 76
2 44 69
2 44 76
2 46 50
2 46 69
2 46 76
2 48 69
2 48 76
2 50 51
2 50 53
2 50 69
2 50 76
2 51 53
2 51 61
2 51 66
2 51 68
2 51 69
2 51 76
2 53 63
2 53 69
2 53 76
2 55 69
2 55 76
2 57 69
2 57 76
2 59 69
2 59 76
2 61 69
2 61 76
2 63 69
2 63 76
2 66 69
2 66 76
2 68 69
2 68 76
2 69 72
2 69 74
2 69 76
2 69 78
2 72 76
2 74 76
2 76 78
3 4 6
3 4 7
3 4 8
3 4 9
3 4 13
3 4 19
3 4 22
3 4 25
3 4 26
3 4 34
3 4 35
3 4 36
3 4 38
3 4 39
3 4 41
3 4 50
3 4 51
3 4 53
3 4 68
3 4 69
3 4 76
3 5 7
3 5 8
3 5 9
3 5 22
3 5 25
3 5 26
3 5 34
3 5 39
3 5 41
3 6 7
3 6 8
3 6 9
3 6 13
3 6 18
3 6 21
3 6 22
3 6 25
3 6 26
3 6 33
3 6 34
3 6 35
3 6 36
3 6 38
3 6 39
3 6 40
3 6 41
3 6 50
3 6 51
3 6 53
3 6 69
3 7 8
3 7 9
3 7 10
3 7 12
3 7 13
3 7 14
3 7 15
3 7 16
3 7 17
3 7 18
3 7 19
3 7 21
